@T,table
Created,2016-06-07 21:49
Author,HortonMachine library
@H,timestamp,value_209
ID,,209
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,1994-01-01 00:00,1.7284848484848574E-7
,1994-01-01 01:00,3.4567958467981486E-7
,1994-01-01 02:00,5.184931616998529E-7
,1994-01-01 03:00,6.912891025358048E-7
,1994-01-01 04:00,8.640673046528463E-7
,1994-01-01 05:00,1.036827672436986E-6

